url,company,scan_status,track,email,prefecture,final_url,hp_score,recruit_score,ai_score,recommended_campaign,campaign_evidence,enriched_at
"https://www.daitec.co.jp/index.html",(株)ダイテック,NO_EMAIL,skip,"",神奈川,"https://www.daitec.co.jp/",0,0,0,skip,"track=skip",
"http://www.takanohome.co.jp/index.php",(株)タカノホーム,G1_MODERN,inside,"info@takanohome.co.jp",福岡,"https://www.takanohome.co.jp/toiawase/index.html",0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",2026-08-31T10:46:04
"http://www.art-nakaken.co.jp/",(株)ナカケン,NO_EMAIL,skip,"",福岡,"http://www.art-nakaken.co.jp/",0,0,0,skip,"track=skip",
"https://n-techno.net/",(株)ナカジマ建設,G1_MODERN,skip,"",福岡,"https://n-techno.net/",0,0,0,skip,"track=skip",
"http://www.h-land.jp/index.html",(株)ハウスランド社,FETCH_FAIL,skip,"",福岡,"http://www.h-land.jp/index.html",0,0,0,skip,"track=skip",
"http://www.frontier-house.co.jp/",(株)フロンティアハウス,NO_EMAIL,skip,"",神奈川,"https://www.frontier-house.co.jp/",0,0,0,skip,"track=skip",
"http://e-besthome.jp",(株)ベストホーム,G1_MODERN,inside,"info@e-besthome.jp",福岡,"https://e-besthome.jp/contact/",0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",2026-08-31T10:46:25
"http://www.ma2ura.com/",(株)マツウラ,G1_WEAK,inside,"info@ma2ura.com",福岡,"https://ma2ura.com/about/",2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",2026-08-31T10:47:16
"https://marudai-fuji.co.jp/",(株)マルダイ,NO_EMAIL,skip,"",神奈川,"https://marudai-fuji.co.jp/",0,0,0,skip,"track=skip",
"https://mi-rise.biz/",(株)ミライズ,NO_EMAIL,skip,"",福岡,"https://mi-rise.biz/",0,0,0,skip,"track=skip",
"https://www.yamato-kensetu.com/",(株)ヤマト建設,G1_WEAK,inside,"yamatokensetu@wine.ocn.ne.jp",福岡,"https://www.yamato-kensetu.com/",2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",2026-08-31T10:47:00
"http://www.lifeplaza.co.jp/",(株)ライフプラザパートナーズ,NO_EMAIL,skip,"",神奈川,"https://www.lifeplaza.co.jp/",0,0,0,skip,"track=skip",
"http://www.lakuju.jp/",(株)ラクジュ,G1_MODERN,inside,"lakuju@gmail.com",神奈川,"https://lakuju.jp/",0,2,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",2026-08-31T10:47:31
"http://libertygroup.jp/",(株)リバティーホーム,G1_MODERN,inside,"yourname@yourdomain.com",福岡,"https://libertygroup.jp/company/",0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",2026-08-31T10:46:37
"https://www.yasunari-komuten.com/",(株)安成工務店 福岡支店,G1_WEAK,inside,"yasunari@yasunari.co.jp",福岡,"https://www.yasunari-komuten.com/inquiry",2,3,2,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",2026-08-31T10:46:27
"http://itohouse.jp/",(株)伊都住建,NO_EMAIL,skip,"",福岡,"https://itohouse.jp/",0,0,0,skip,"track=skip",
"http://www.ekimaekoumuten.co.jp/",(株)駅前工務店,G1_MODERN,inside,"yourname@yourdomain.com",福岡,"https://www.ekimaekoumuten.co.jp/inquiry/",0,3,3,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",2026-08-31T10:47:02
"http://www.miyabi-con.jp/",(株)雅建設,G1_WEAK,inside,"ogunisugi-ism@miyabi-con.jp",福岡,"https://miyabi-con.jp/company/",2,1,1,skip,"全スコア不足(hp=2,recruit=1,ai=1)",2026-08-31T10:46:20
"http://www.kaneko-mk.co.jp/",(株)金子建設,NO_EMAIL,skip,"",神奈川,"https://kaneko-mk.co.jp/",0,0,0,skip,"track=skip",
"http://www.anai.co.jp/",(株)穴井工務店,G1_MODERN,skip,"",福岡,"https://www.anai.co.jp/",0,0,0,skip,"track=skip",
"http://yamashitaya.co.jp",(株)建築工房やました屋,G1_MODERN,skip,"",福岡,"https://yamashitaya.co.jp/",0,0,0,skip,"track=skip",
"https://www.tnk-koei.co.jp/",(株)光栄建設,FETCH_FAIL,skip,"",福岡,"https://www.tnk-koei.co.jp/",0,0,0,skip,"track=skip",
"http://miyake-koubou.com/",(株)三宅建築工房,G1_WEAK,inside,"shin@miyake-koubou.com",福岡,"https://miyake-koubou.com/company/",2,4,2,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",2026-08-31T10:46:22
"http://yamasaki-1972.co.jp/profile/",(株)山﨑建設,CANDIDATE,buyout,"yamasaki03ys@wind.ocn.ne.jp",福岡,"http://yamasaki-1972.co.jp/profile/",7,0,0,hp_buyout_66k,"SSL未整備; viewportなし; tel:なし; 更新停止感(HTML内2011止); 粗2点以上",
"https://ichikawa-ya.com/",(株)市川屋,G1_WEAK,inside,"zaimokuya@gd6.so-net.ne.jp",神奈川,"https://ichikawa-ya.com/company/",1,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",2026-08-31T10:47:43
"https://www.select-home.net/",(株)重永建設,G1_MODERN,skip,"",福岡,"https://select-home.net/",0,0,0,skip,"track=skip",
"https://www.kiyotake.co.jp/",(株)清武建設,G1_MODERN,inside,"info@kiyotake.co.jp",福岡,"https://www.kiyotake.co.jp/",0,2,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",2026-08-31T10:46:49
"http://nishie-housing.com/",(株)西江ハウジング,G1_WEAK,inside,"info@nishie-housing.com",福岡,"https://nishie-housing.com/",1,1,3,ai_ops,"HP導線おおむね整備; FAX表記; 問合せ・見積導線",2026-08-31T10:47:23
"http://nishijima-kou.jp",(株)西島工務店,G1_MODERN,skip,"",神奈川,"https://nishijima-kou.jp/",0,0,0,skip,"track=skip",
"http://www.eto-web.com/",(株)大幸商事,G1_MODERN,inside,"contact@eto-web.com",福岡,"https://eto-web.com/",0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",2026-08-31T10:47:10
"https://www.okawa-ss.co.jp/index2.html",(株)大川,G1_MODERN,inside,"info@okawa-ss.co.jp",神奈川,"https://www.okawa-ss.co.jp/",0,3,3,recruit,"採用キーワード; 採用リンクあり(深掘り要); 工務店・建設",2026-08-31T10:47:41
"http://www.d-futaba.co.jp/index.html",(株)第一双葉,NO_EMAIL,skip,"",福岡,"https://www.d-futaba.co.jp/",0,0,0,skip,"track=skip",
"http://www.takkenhome.net/company.html",(株)拓建ホーム,NO_EMAIL,skip,"",福岡,"https://takkenhome.net/",0,0,0,skip,"track=skip",
"https://nakaken-nh.jp/",(株)中山建設,G1_MODERN,inside,"nk@nakaken.info",神奈川,"https://nakaken-nh.jp/about/",0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",2026-08-31T10:47:33
"http://www.nagasakizaimokuten.co.jp/",(株)長崎材木店,G1_MODERN,inside,"info@nagasakizaimokuten.co.jp",福岡,"https://www.nagasakizaimokuten.co.jp/",0,4,6,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線; 見積・対応エリア訴求",2026-08-31T10:47:12
"http://www.i-hasegawa.com/index.html",(株)長谷川洋工務店,NO_EMAIL,skip,"",神奈川,"http://i-hasegawa.com/",0,0,0,skip,"track=skip",
"http://www.tsujico.jp",(株)辻本工務店,G1_MODERN,skip,"",神奈川,"https://www.tsujico.jp/",0,0,0,skip,"track=skip",
"https://www.uchida-kentiku.com/",(株)内田材木店,G1_MODERN,skip,"",神奈川,"https://www.uchida-kentiku.com/",0,0,0,skip,"track=skip",
"http://nihonbussan.co.jp",(株)日本物産,G1_WEAK,inside,"info@nihonbussan.co.jp",神奈川,"https://www.nihonbussan.co.jp/form/",2,4,3,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",2026-08-31T10:47:45
"http://oyamanoie.com/",(株)尾山建設,G1_MODERN,inside,"mail@oyamanoie.com",福岡,"https://oyamanoie.com/contact/",0,4,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",2026-08-31T10:46:29
"https://www.fukuoka-k.jp/",(株)福岡工務店,G1_MODERN,inside,"info@fukuoka-k.jp",福岡,"https://www.fukuoka-k.jp/",0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",2026-08-31T10:46:54
"http://hiraharahome.jp/",(株)平原ホーム,NO_EMAIL,skip,"",福岡,"https://hiraharahome.jp/",0,0,0,skip,"track=skip",
"http://eco-h.jp/",(株)平田住宅,NO_EMAIL,skip,"",福岡,"http://eco-h.jp/",0,0,0,skip,"track=skip",
"https://houei-home.jp/",(株)宝栄工業,NO_EMAIL,skip,"",福岡,"https://houei-home.jp/",0,0,0,skip,"track=skip",
"http://ki-kobo.jp/",(株)北村建築工房,G1_MODERN,inside,"info@ki-kobo.jp",神奈川,"https://ki-kobo.jp/",0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",2026-08-31T10:47:39
"http://www.honda300year.co.jp/",(株)本田工務店,FETCH_FAIL,skip,"",神奈川,"http://www.honda300year.co.jp/",0,0,0,skip,"track=skip",
"http://www.mirai-kohboh.co.jp",(株)未来工房,NO_EMAIL,skip,"",福岡,"https://www.mirai-kohboh.co.jp/",0,0,0,skip,"track=skip",
"http://koumuten.hayama.co.jp/",(株)葉山工務店,NO_EMAIL,skip,"",神奈川,"http://koumuten.hayama.co.jp/",0,0,0,skip,"track=skip",
"http://www.tohsei-k.bz/index.html",(株)梁,FETCH_FAIL,skip,"",福岡,"http://www.tohsei-k.bz/index.html",0,0,0,skip,"track=skip",
"https://www.reiwa-corporation.tokyo/",(株)令和コーポレーション,G1_WEAK,inside,"info@mysite.com",神奈川,"https://www.reiwa-corporation.tokyo/",2,1,1,skip,"全スコア不足(hp=2,recruit=1,ai=1)",2026-08-31T10:47:38
"https://rokka-sumika.com/",(株)六花,G1_WEAK,inside,"toiawase@rokka.homes",福岡,"https://www.rokka.homes/",2,2,2,skip,"全スコア不足(hp=2,recruit=2,ai=2)",2026-08-31T10:47:21
"http://www.assisthome-wb.jp",(有)アシストホーム,G1_MODERN,skip,"",神奈川,"https://www.assisthome-wb.jp/",0,0,0,skip,"track=skip",
"http://www.daitoc.jp/",(有)ダイトク建設,FETCH_FAIL,skip,"",神奈川,"http://www.daitoc.jp/",0,0,0,skip,"track=skip",
"http://tanaka-kenchiku-kikaku.com/",(有)タナカ建築企画,NO_EMAIL,skip,"",福岡,"https://tanaka-kenchiku-kikaku.com/",0,0,0,skip,"track=skip",
"http://makinghouse.jp",(有)メイキングハウス湘南,NO_EMAIL,skip,"",神奈川,"http://makinghouse.jp/",0,0,0,skip,"track=skip",
"http://okui-ken.net/",(有)奥井建設,NO_EMAIL,skip,"",福岡,"https://okui-ken.net/",0,0,0,skip,"track=skip",
"https://yuuzansou.jp/",(有)建築工房 悠山想,G1_MODERN,skip,"",福岡,"https://yuuzansou.jp/",0,0,0,skip,"track=skip",
"http://www.sanyoukoumuten.co.jp/company/company.html",(有)三陽工務店,G1_MODERN,inside,"info-34@sanyoukoumuten.co.jp",神奈川,"https://www.sanyoukoumuten.co.jp/company/company.html",0,2,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",2026-08-31T10:47:24
"http://tedukuri-kobo.com/",(有)手作り工房いぐち,CANDIDATE,buyout,"support@netrun.ne.jp",神奈川,"https://tedukuri-kobo.com/",4,0,0,hp_buyout_66k,"viewportなし; tel:なし; 粗2点以上",
"http://www.morita-koumuten.net",(有)森田工務店,NO_EMAIL,skip,"",神奈川,"https://www.morita-koumuten.net/",0,0,0,skip,"track=skip",
"https://shiinokenchiku.com/",(有)椎野建築,NO_EMAIL,skip,"",神奈川,"https://shiinokenchiku.com/",0,0,0,skip,"track=skip",
"https://tenryojutaku.com/",(有)天領住宅,G1_MODERN,skip,"",福岡,"https://tenryojutaku.com/",0,0,0,skip,"track=skip",
"https://www.v-hf.com/k/uchiyama389/",(有)内山工務店,CANDIDATE,buyout,"miyazaki@uchiyama-k.co.jp",福岡,"https://www.v-hf.com/k/uchiyama389/",4,0,0,hp_buyout_66k,"viewportなし; tel:なし; 粗2点以上",
"http://www.mokusho.com",(有)木匠工務店,G1_MODERN,inside,"info@mokusho.com",神奈川,"https://www.mokusho.com/",0,1,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線; 見積・対応エリア訴求",2026-08-31T10:47:26
"https://www.nomura-komuten.com/",(有)野村工務店,G1_MODERN,skip,"",福岡,"https://www.nomura-komuten.com/",0,0,0,skip,"track=skip",
"https://111ie.com/",111ie,G1_MODERN,inside,"kentaro@horikiri.co.jp",東京,"https://111ie.com/contact/",0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",2026-08-31T10:49:23
"https://abicnet.co.jp/",abicnet,FETCH_FAIL,skip,"",東京,"https://abicnet.co.jp/",0,0,0,skip,"track=skip",
"https://eiji-arch.com/",Ag-工務店,G1_MODERN,inside,"watanabe@eiji-arch.com",新潟,"https://eiji-arch.com/contact/",0,4,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",2026-08-31T06:13:06
"https://aibaeco.co.jp/",aibaeco,G1_MODERN,skip,"",東京,"https://aibaeco.co.jp/",0,0,0,skip,"track=skip",
"https://www.athome-arai.jp/",athome-arai,CANDIDATE,buyout,"yoshiwa@athome-arai.jp",東京,"https://www.athome-arai.jp/",4,0,0,hp_buyout_66k,"viewportなし; tel:なし; 粗2点以上",
"https://craftsman-inc.jp",ＣＲＡＦＴＳＭＡＮ株式会社,FETCH_FAIL,skip,"",神奈川,"https://craftsman-inc.jp",0,0,0,skip,"track=skip",
"https://www.daiei-con.jp/",daiei-con,NO_EMAIL,skip,"",東京,"https://www.daiei-con.jp/",0,0,0,skip,"track=skip",
"http://www.daisan-k.com/",daisan-k,G1_MODERN,skip,"",東京,"https://www.daisan-k.com/",0,0,0,skip,"track=skip",
"http://demo.delfino-hc.com/",Delfinoホームコンサルタント株式会社,NO_EMAIL,skip,"",神奈川,"http://demo.delfino-hc.com/",0,0,0,skip,"track=skip",
"https://www.e-cube-group.com/ht/",e-cubeホームテクノ株式会社,G1_MODERN,inside,"info@e-cube-group.com",埼玉,"https://www.e-cube-group.com/ht/",0,3,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",2026-08-31T06:20:18
"https://www.e-marusei.jp/",e-marusei,G1_MODERN,inside,"mocomoko@e-marusei.jp",東京,"https://www.e-marusei.jp/",0,3,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",2026-08-31T10:49:34
"https://earth-official.net/",earth-official,G1_MODERN,skip,"",東京,"https://earth-official.net/",0,0,0,skip,"track=skip",
"https://www.fabworks.co.jp/",fabworks,G1_MODERN,inside,"info@fabworks.co.jp",東京,"https://www.fabworks.co.jp/company/",0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",2026-08-31T10:49:36
"https://www.foryou-home.jp/",GAT,G1_MODERN,inside,"gat@xxxxx.com",久慈,"https://www.foryou-home.jp/",0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",2026-08-31T06:12:44
"https://www.harada-koumuten.co.jp/",harada-koumuten,NO_EMAIL,skip,"",東京,"https://www.harada-koumuten.co.jp/",0,0,0,skip,"track=skip",
"https://www.haseman.co.jp/",haseman,G1_MODERN,inside,"post@haseman.co.jp",東京,"https://www.haseman.co.jp/",0,4,4,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",2026-08-31T10:49:38
"https://www.housetecs.co.jp/",housetecs,G1_MODERN,skip,"",東京,"https://www.housetecs.co.jp/",0,0,0,skip,"track=skip",
"https://i-sumu.jp/company/",i-sumu設計株式会社,G1_WEAK,inside,"inspection@i-sumu.co.jp",埼玉,"https://i-sumu.jp/company/",2,4,2,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",2026-08-31T06:20:12
"https://www.iko-home.co.jp/",iko-home,G1_MODERN,skip,"",東京,"https://www.iko-home.co.jp/",0,0,0,skip,"track=skip",
"https://www.isahomes.co.jp/",isahomes,NO_EMAIL,skip,"",東京,"https://www.isahomes.co.jp/",0,0,0,skip,"track=skip",
"https://ishibashi-koumuten.com/",ishibashi-koumuten,G1_WEAK,inside,"yourmail@sample.co.jp",東京,"https://ishibashi-koumuten.com/",2,4,2,recruit,"採用URL:/recruit; 採用キーワード; 工務店・建設",2026-08-31T10:49:25
"http://ito-shouten.co.jp/",ito-shouten,NO_EMAIL,skip,"",東京,"http://ito-shouten.co.jp/",0,0,0,skip,"track=skip",
"https://www.juutaku.co.jp/",juutaku,G1_MODERN,skip,"",東京,"https://www.juutaku.co.jp/",0,0,0,skip,"track=skip",
"https://kaz-inc.jp/",kaz-inc,G1_MODERN,skip,"",東京,"https://kaz-inc.jp/",0,0,0,skip,"track=skip",
"http://www.kaz-kuukan.com",ＫＡＺ空間企画,CANDIDATE,buyout,"mail@kaz-kuukan.com",会津若松,"http://www.kaz-kuukan.com/",7,0,0,hp_buyout_66k,"SSL未整備; viewportなし; tel:なし; 更新停止感(HTML内2018止); 粗2点以上",
"https://keio-united.jp/",keio-united,G1_WEAK,inside,"info@keio-united.jp",東京,"https://www.keio-united.jp/",2,2,2,skip,"全スコア不足(hp=2,recruit=2,ai=2)",2026-08-31T10:49:27
"https://kiyobishi.co.jp/",kiyobishi,G1_MODERN,skip,"",東京,"https://kiyobishi.co.jp/",0,0,0,skip,"track=skip",
"https://www.kk-daimaru.co.jp/",kk-daimaru,NO_EMAIL,skip,"",東京,"https://www.kk-daimaru.co.jp/",0,0,0,skip,"track=skip",
"https://kkmarunaka.co.jp/",kkmarunaka,NO_EMAIL,skip,"",東京,"https://kkmarunaka.co.jp/",0,0,0,skip,"track=skip",
"https://www.kurashi-koubou.com/",kurashi-koubou,NO_EMAIL,skip,"",東京,"https://www.kurashi-koubou.com/",0,0,0,skip,"track=skip",
"https://kurasu.co.jp/",kurasu,G1_MODERN,inside,"info@kurasu.co.jp",東京,"https://kurasu.co.jp/",0,2,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",2026-08-31T10:49:29
"https://www.magara-koumuten.co.jp/",magara-koumuten,G1_MODERN,skip,"",東京,"https://www.magara-koumuten.co.jp/",0,0,0,skip,"track=skip",
"https://www.marukitokyo.com/",marukitokyo,NO_EMAIL,skip,"",東京,"https://www.marukitokyo.com/",0,0,0,skip,"track=skip",
"https://marutomihome.jp/",marutomihome,G1_MODERN,inside,"info@kubodera.jp",東京,"https://www.marutomihome.jp/contact",0,3,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",2026-08-31T10:49:31
"https://www.maruyama-koumuten.co.jp/",maruyama-koumuten,G1_MODERN,inside,"maruyamakomuten.info@gmail.com",東京,"https://www.maruyama-koumuten.co.jp/",0,4,5,ai_ops,"HP整備済(G1_MODERN); FAX表記; PDF資料; 問合せ・見積導線",2026-08-31T10:49:40
"https://www.maruyamakoumuten.co.jp/",maruyamakoumuten,NO_EMAIL,skip,"",東京,"https://www.maruyamakoumuten.co.jp/",0,0,0,skip,"track=skip",
"https://matsumoto-sekkei.com/",matsumoto-sekkei,NO_EMAIL,skip,"",東京,"https://matsumoto-sekkei.com/",0,0,0,skip,"track=skip",
"https://mikiken.co.jp/",mikiken,NO_EMAIL,skip,"",東京,"https://mikiken.co.jp/",0,0,0,skip,"track=skip",
"http://www.ms-matsunaga.j/",ms-matsunaga,FETCH_FAIL,skip,"",東京,"http://www.ms-matsunaga.j/",0,0,0,skip,"track=skip",
"https://www.ms-matsunaga.jp/",ms-matsunaga,G1_MODERN,skip,"",東京,"https://www.ms-matsunaga.jp/",0,0,0,skip,"track=skip",
"https://www.nagasaki5693344.com/",nagasaki5693344,NO_EMAIL,skip,"",東京,"https://www.nagasaki5693344.com/",0,0,0,skip,"track=skip",
"http://www.nittsu-ene-kanto.com/",ＮＸエネルギー関東株式会社,NO_EMAIL,skip,"",埼玉,"https://www.nittsu-ene-kanto.com/",0,0,0,skip,"track=skip",
"https://www.ogawara.co.jp/",ogawara,G1_MODERN,skip,"",東京,"https://www.ogawara.co.jp/",0,0,0,skip,"track=skip",
"https://www.okaniwa.jp/",okaniwa,G1_MODERN,inside,"mail@okaniwa.jp",東京,"https://www.okaniwa.jp/company/",0,4,4,recruit,"採用URL:/採用/; 採用キーワード; 工務店・建設",2026-08-31T10:49:42
"https://pure-wood.jp/",pure wood株式会社,FETCH_FAIL,skip,"",埼玉,"https://pure-wood.jp/",0,0,0,skip,"track=skip",
"https://www.r-station.net/",r-station,G1_MODERN,inside,"info@r-station.net",東京,"https://www.r-station.net/",0,2,4,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線; 見積・対応エリア訴求",2026-08-31T10:49:43
"http://www.recom.ne.jp/",ＲＥＣＯＭ株式会社,FETCH_FAIL,skip,"",加古川,"http://www.recom.ne.jp/",0,0,0,skip,"track=skip",
"https://rin-k.co.jp/",Rin建築,NO_EMAIL,skip,"",福岡,"https://rin-k.co.jp/",0,0,0,skip,"track=skip",
"https://www.sedia-system.co.jp/",sedia-system,NO_EMAIL,skip,"",東京,"https://www.sedia-system.co.jp/",0,0,0,skip,"track=skip",
"https://www.soukensya.jp/",soukensya,G1_MODERN,skip,"",東京,"https://www.soukensya.jp/",0,0,0,skip,"track=skip",
"https://www.taisei-re.com/",taisei-re,G1_WEAK,inside,"info@taisei-re.com",東京,"https://www.taisei-re.com/company/",2,1,3,ai_ops,"FAX表記; PDF資料; 問合せ・見積導線",2026-08-31T10:49:47
"http://www.takakigroup.net/",takakigroup,G1_MODERN,skip,"",東京,"https://www.takakigroup.net/",0,0,0,skip,"track=skip",
"http://tama-kenchiku.jp/",tama-kenchiku,CANDIDATE,buyout,"tamaoki@mtj.biglobe.ne.jp",東京,"http://tama-kenchiku.jp/",7,0,0,hp_buyout_66k,"SSL未整備; viewportなし; tel:なし; 更新停止感(HTML内2009止); 粗2点以上",
"http://tamadakoubou.com/",Tamada工房株式会社,G1_WEAK,inside,"info@tamadakoubou.com",福山,"https://tamadakoubou.com/company/",2,4,3,recruit,"採用URL:/recruit/; 採用キーワード; 工務店・建設",2026-08-31T06:14:14
"https://tamura-bco.co.jp/",tamura-bco,G1_MODERN,skip,"",東京,"https://tamura-bco.co.jp/",0,0,0,skip,"track=skip",
"https://www.tanaka-kinoie.co.jp/",tanaka-kinoie,G1_MODERN,skip,"",東京,"https://www.tanaka-kinoie.co.jp/",0,0,0,skip,"track=skip",
"https://tatsuken.biz/",tatsuken,NO_EMAIL,skip,"",東京,"https://tatsuken.biz/",0,0,0,skip,"track=skip",
"https://www.thinktown.co.jp/",thinktown,G1_MODERN,skip,"",東京,"https://thinktown.co.jp/",0,0,0,skip,"track=skip",
"https://third-gear-builders.jp/",third.gear.builders株式会社,G1_WEAK,skip,"test@third-gear-builders.jp",山口,"https://third-gear-builders.jp/contact/",2,0,0,skip,"track=skip",
"https://tokyo-chumon.com/",tokyo-chumon,G1_WEAK,inside,"info@regard-home.com",東京,"https://tokyo-chumon.com/company",2,1,2,skip,"全スコア不足(hp=2,recruit=1,ai=2)",2026-08-31T10:49:32
"https://touto-home.com/",touto-home,G1_MODERN,skip,"",東京,"https://touto-home.com/",0,0,0,skip,"track=skip",
"https://www.waibi.co.jp/",waibi,NO_EMAIL,skip,"",東京,"https://www.waibi.co.jp/",0,0,0,skip,"track=skip",
"https://watosuru.com/",watosuru,G1_MODERN,skip,"",東京,"https://watosuru.com/",0,0,0,skip,"track=skip",
"http://www.woody-koike.co.jp/",woody-koike,NO_EMAIL,skip,"",東京,"http://www.woody-koike.co.jp/",0,0,0,skip,"track=skip",
"https://www.yamashita-sc.com/",yamashita-sc,G1_MODERN,skip,"",東京,"https://www.yamashita-sc.com/",0,0,0,skip,"track=skip",
"https://yoshida-c.com/",yoshida-c,NO_EMAIL,skip,"",東京,"https://yoshida-c.com/",0,0,0,skip,"track=skip",
